CODIGO_BP ,Ficha,AREA,NOMBRE_PROYECTO,PRESUPUESTO ACTUAL,PTTO ACTIVIDAD,CDP,EJECUCION,DISPONIBLE,% EJECUCION,POSPRE,VIGENCIA_FONDO,FONDO,ACTIVIDADES,ORIGEN,COMUNA,LINEA,AREA_FUNCIONAL,NOMBRE_AREA_FUNCIONAL,CENTRO_COSTO,NOMBRE_CENTRO_COSTO
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,13832458,0,13832458,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,1201  -   Saneamiento Fiscal,REALIZAR CONCEPTOS TECNICOS PARA  LABORES DE MANTENIMIENTO ARBOREO,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,23383771,0,23383771,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,1204  -   Otros concep ambtles,REALIZAR CONCEPTOS TECNICOS PARA  LABORES DE MANTENIMIENTO ARBOREO,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,70533771,0,70533771,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,7109 RF. ZONAS VERDES   ,REALIZAR CONCEPTOS TECNICOS PARA  LABORES DE MANTENIMIENTO ARBOREO,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,69405991,0,69405991,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,EFECTUAR CORTES DE COBERTURA VEGETAL DE BAJO PORTE Y MANI FORRAJERO EN LAS 22 COMUNAS DE SANTIAGO DE CALI,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,610917360,0,610917360,0,1,2-301010311   ProgSaneamiento Amb,4,1201  -   Saneamiento Fiscal,EFECTUAR CORTES DE COBERTURA VEGETAL DE BAJO PORTE EN LAS ZONAS BLANDAS DE RIOS Y CANALES DE LAS 22 COMUNAS ,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,206757693,0,206757693,0,1,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,REALIZAR EL SEGUIMIENTO Y CONTROL A LA EJECUCION DE CORTE BAJO PORTE Y MANI FORRAJERO,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,47040636,47040636,0,0,0,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,REALIZAR EL SEGUIMIENTO Y CONTROL A LA EJECUCION DE CORTE BAJO PORTE Y MANI FORRAJERO Y ELIMINACION DE MALEZAS,DEPENDENCIA,99,42,42030020002,VEGETACION DE LAS ZONAS VERDES Y JARDINES URBANOS CON MANTENIMIENTO,4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,190671272,0,190671272,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,REALIZAR LABORES DE MANTENIMIENTO DE JARDINES EN LOS PRINCIPALES CORREDORES DE SANTIAGO DE CALI,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,306599791,254179650,0,52420141,0,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,REALIZAR LABORES DE MANTENIMIENTO DE JARDINES EN LOS PRINCIPALES CORREDORES DE SANTIAGO DE CALI,DEPENDENCIA,99,42,42030020002,VEGETACION DE LAS ZONAS VERDES Y JARDINES URBANOS CON MANTENIMIENTO,4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,106158163,48000000,0,58158163,0,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,RENATURALIZACION DEL AREAS ALEDANAS A LAS RIBERAS DEL RIO CALI EN EL SECTOR COMPRENDIDO ENTRE EL ZOOLOGICO DE CALI Y LA CALLE 8VA,DEPENDENCIA,99,42,42030020002,VEGETACION DE LAS ZONAS VERDES Y JARDINES URBANOS CON MANTENIMIENTO,4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,83841837,0,0,83841837,0,2-301010311   ProgSaneamiento Amb,4,7109 RF. ZONAS VERDES   ,RENATURALIZACION DEL AREAS ALEDANAS A LAS RIBERAS DEL RIO CALI EN EL SECTOR COMPRENDIDO ENTRE EL ZOOLOGICO DE CALI Y LA CALLE 8VA,DEPENDENCIA,99,42,42030020002,VEGETACION DE LAS ZONAS VERDES Y JARDINES URBANOS CON MANTENIMIENTO,4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,29374540,0,29374540,0,1,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,REALIZAR EL SEGUIMIENTO Y CONTROL A LA EJECUCION DE DE LAS  LABORES DE MANTENIMIENTO PRINCIPALES JARDINES DE CALI,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,34761985,21152576,0,13609409,0,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,REALIZAR EL SEGUIMIENTO Y CONTROL A LA EJECUCION DE DE LAS  LABORES DE MANTENIMIENTO PRINCIPALES JARDINES DE CALI,DEPENDENCIA,99,42,42030020002,VEGETACION DE LAS ZONAS VERDES Y JARDINES URBANOS CON MANTENIMIENTO,4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,89999360,0,89999360,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,"REALIZAR LA IDENTIFICACION, CONTROL BIOLOGICO  Y SEGUIMIENTO DE HORMIGUEROS UBICADOS EN LOS JARDINES PUBLICOS DE LAS 22 COMUNAS DE SANTIAGO DE CALI ",DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,7899338,0,7899338,0,1,2-302010134   Adqui Mater y Sumini,0,1201  -   Saneamiento Fiscal,ADQUIRIR DE  INSUMOS PARA EL CONTROL DE LA  HORMIGA ARRIERA,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,67332822,0,67332822,0,1,2-302010134   Adqui Mater y Sumini,0,1201  -   Saneamiento Fiscal,COMPRAR INSUMOS Y MATERIALES EN EL VIVERO MUNICIPAL PARA PRODUCCION DE PLANTAS,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,340788800,,340788800,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,PRODUCCIR Y MANTENER MATERIAL VEGETAL EN EL VIVERO MUNICIPAL DE SANTIAGO DE CALI,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,100400000,16000000,84400000,0,0.84063745,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,PRODUCCIR Y MANTENER MATERIAL VEGETAL EN EL VIVERO MUNICIPAL DE SANTIAGO DE CALI,DEPENDENCIA,99,42,42030020002,VEGETACION DE LAS ZONAS VERDES Y JARDINES URBANOS CON MANTENIMIENTO,4133010103, Grupo Proteccion
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,4500000,0,4500000,0,1,2-3040403   IntervtContCalidproS,2,1201  -   Saneamiento Fiscal,RESERVA EXCEPCIONAL - ACLARAR-MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,DEPENDENCIA,99,34,34040010019,"RECUPERACION Y MANTENIMIENTO DE ZONAS VERDES, JARDINES, PARQUES Y POBLACION ARBOREA DEL MUNICIPIO DE SANTIAGO DE CALI",4133010103, Grupo Proteccion
21042437,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI","$1,604,935,056 ",393261760,0,382061760,11200000,0.971520241,2-30503   Aten/Ctrol/Orga/Inst,0,1201  -   Saneamiento Fiscal,EVALUAR Y MONITOREAR LOS IMPACTOS AMBIENTALES ORIGINADOS  POR LAS ACTIVIDADES COMERCIALES Y DE SERVICIOS.,DEPENDENCIA,99,34,34010020010,"OPERATIVOS DE MONITOREO, VIGILANCIA Y CONTROL DE RUIDO DESARROLLADA",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,11920000,,11920000,0,1,2-302010101   Dot/AdqMaq/Equipo,0,1201  -   Saneamiento Fiscal,ADQUIRIR EQUIPOS DE TRANSPORTE Y TECNOLOGICOS  PARA EJECUCION DE VISITAS DE CONTROL DE IMPACTOS AMBIENTALES.,DEPENDENCIA,99,34,34010020010,"OPERATIVOS DE MONITOREO, VIGILANCIA Y CONTROL DE RUIDO DESARROLLADA",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,74900000,74900000,0,0,0,2-302010101   Dot/AdqMaq/Equipo,0,1201  -   Saneamiento Fiscal,ADQUIRIR EQUIPOS DE TRANSPORTE Y TECNOLOGICOS  PARA EJECUCION DE VISITAS DE CONTROL DE IMPACTOS AMBIENTALES.,DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,79400000,79400000,0,0,0,2-302010101   Dot/AdqMaq/Equipo,4,1201  -   Saneamiento Fiscal,ADQUIRIR EQUIPOS DE TRANSPORTE Y TECNOLOGICOS  PARA EJECUCION DE VISITAS DE CONTROL DE IMPACTOS AMBIENTALES.,DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,19810000,0,19810000,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1204  -   Otros concep ambtles,REALIZAR EVALUACION Y SEGUIMIENTO  A LOS IMPACTOS  POR RUIDO GENERADOS DURANTE EL DESARROLLO DE  EVENTOS MASIVOS.,DEPENDENCIA,99,34,34010020010,"OPERATIVOS DE MONITOREO, VIGILANCIA Y CONTROL DE RUIDO DESARROLLADA",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,55690000,0,55690000,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1201  -   Saneamiento Fiscal,REALIZAR EVALUACION Y SEGUIMIENTO  A LOS IMPACTOS  POR RUIDO GENERADOS DURANTE EL DESARROLLO DE  EVENTOS MASIVOS.,DEPENDENCIA,99,34,34010020010,"OPERATIVOS DE MONITOREO, VIGILANCIA Y CONTROL DE RUIDO DESARROLLADA",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,1046921,0,1046921,0,1,2-302010134   Adqui Mater y Sumini,0,1204  -   Otros concep ambtles,ADQUIRIR LOS INSUMOS Y ELEMENTOS REQUERIDOS EN LOS PROCESOS DE CONTROL Y SEGUIMIENTO A LOS ESTABLECIMIENTOS DE COMERCIO.,DEPENDENCIA,99,34,34010020010,"OPERATIVOS DE MONITOREO, VIGILANCIA Y CONTROL DE RUIDO DESARROLLADA",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,7219999,7219999,,0,0,2-302010134   Adqui Mater y Sumini,0,1204  -   Otros concep ambtles,ADQUIRIR LOS INSUMOS Y ELEMENTOS REQUERIDOS EN LOS PROCESOS DE CONTROL Y SEGUIMIENTO A LOS ESTABLECIMIENTOS DE COMERCIO.,DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,2000000,0,0,2000000,0,2-302010134   Adqui Mater y Sumini,4,1201  -   Saneamiento Fiscal,ADQUIRIR LOS INSUMOS Y ELEMENTOS REQUERIDOS EN LOS PROCESOS DE CONTROL Y SEGUIMIENTO A LOS ESTABLECIMIENTOS DE COMERCIO.,DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,48799760,0,,48799760,0,2-302010201   Maquinaria y Equipo,0,1204  -   Otros concep ambtles,"REALIZAR  REVISION TECNICA, MANTENIMIENTO Y REPARACION DE  EQUIPOS EMPLEADOS PARA LAS  MEDICIONES  DE PRESION SONORA.",DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,542028310,16800000,0,525228310,0,2-302010101   Dot/AdqMaq/Equipo,0,1201  -   Saneamiento Fiscal,ADQUIRIR EQUIPOS PARA LA AUTOMATIZACION DEL MONITOREO DE RUIDO AMBIENTAL.,DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUENOS ESTABLECIMIENTOS DE CALI",,25000000,0,0,25000000,0,2-302010101   Dot/AdqMaq/Equipo,4,1201  -   Saneamiento Fiscal,ADQUIRIR EQUIPOS PARA LA AUTOMATIZACION DEL MONITOREO DE RUIDO AMBIENTAL.,DEPENDENCIA,99,42,42040020008,"PLAN DE REDUCCION DE IMPACTOS AMBIENTALES EN EL SECTOR INDUSTRIAL, COMERCIAL Y DE SERVICIOS EN EJECUCION",4133010103, Grupo Proteccion
