CODIGO_BP ,Ficha,AREA,NOMBRE_PROYECTO,PRESUPUESTO ACTUAL,PTTO ACTIVIDAD,CDP,EJECUCION,DISPONIBLE,% EJECUCION,POSPRE,VIGENCIA_FONDO,FONDO,ACTIVIDADES,ORIGEN,COMUNA,LINEA,AREA_FUNCIONAL,NOMBRE_AREA_FUNCIONAL,CENTRO_COSTO,NOMBRE_CENTRO_COSTO,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,13832458,0,13832458,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,1201  -   Saneamiento Fiscal,Realizar Conceptos Técnicos para  Labores de Mantenimiento Arbóreo,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,23383771,0,23383771,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,1204  -   Otros concep ambtles,Realizar Conceptos Técnicos para  Labores de Mantenimiento Arbóreo,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,70533771,0,70533771,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,7109 RF. ZONAS VERDES   ,Realizar Conceptos Técnicos para  Labores de Mantenimiento Arbóreo,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,69405991,0,69405991,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,Efectuar Cortes de Cobertura vegetal de bajo porte y Maní forrajero en las 22 comunas de Santiago de Cali,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,610917360,0,610917360,0,1,2-301010311   ProgSaneamiento Amb,4,1201  -   Saneamiento Fiscal,Efectuar Cortes de Cobertura vegetal de bajo porte en las zonas blandas de rios y canales de las 22 comunas ,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,206757693,0,206757693,0,1,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,Realizar el seguimiento y control a la ejecución de corte bajo porte y maní forrajero,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,47040636,47040636,0,0,0,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,Realizar el seguimiento y control a la ejecución de corte bajo porte y maní forrajero y eliminacion de malezas,DEPENDENCIA,99,42,42030020002,Vegetación de las zonas verdes y jardines urbanos con mantenimiento,4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,190671272,0,190671272,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,Realizar Labores de mantenimiento de jardines en los principales corredores de Santiago de Cali,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,306599791,254179650,0,52420141,0,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,Realizar Labores de mantenimiento de jardines en los principales corredores de Santiago de Cali,DEPENDENCIA,99,42,42030020002,Vegetación de las zonas verdes y jardines urbanos con mantenimiento,4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,106158163,48000000,0,58158163,0,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,Renaturalización del areas aledañas a las riberas del rio Cali en el sector comprendido entre el zoologico de Cali y la calle 8va,DEPENDENCIA,99,42,42030020002,Vegetación de las zonas verdes y jardines urbanos con mantenimiento,4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,83841837,0,0,83841837,0,2-301010311   ProgSaneamiento Amb,4,7109 RF. ZONAS VERDES   ,Renaturalización del areas aledañas a las riberas del rio Cali en el sector comprendido entre el zoologico de Cali y la calle 8va,DEPENDENCIA,99,42,42030020002,Vegetación de las zonas verdes y jardines urbanos con mantenimiento,4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,29374540,0,29374540,0,1,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,Realizar el seguimiento y control a la ejecución de de las  labores de Mantenimiento principales jardines de Cali,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,34761985,21152576,0,13609409,0,2-3040403   IntervtContCalidproS,0,1201  -   Saneamiento Fiscal,Realizar el seguimiento y control a la ejecución de de las  labores de Mantenimiento principales jardines de Cali,DEPENDENCIA,99,42,42030020002,Vegetación de las zonas verdes y jardines urbanos con mantenimiento,4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,89999360,0,89999360,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,"Realizar la Identificacion, Control biologico  y Seguimiento de Hormigueros Ubicados en los jardines publicos de las 22 Comunas de Santiago de Cali ",DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,7899338,0,7899338,0,1,2-302010134   Adqui Mater y Sumini,0,1201  -   Saneamiento Fiscal,Adquirir de  Insumos para el control de la  Hormiga Arriera,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,67332822,0,67332822,0,1,2-302010134   Adqui Mater y Sumini,0,1201  -   Saneamiento Fiscal,Comprar Insumos y materiales en el Vivero Municipal para Producción de Plantas,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,340788800,,340788800,0,1,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,Produccir y mantener Material vegetal en el Vivero municipal de Santiago de Cali,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,100400000,16000000,84400000,0,0.84063745,2-301010311   ProgSaneamiento Amb,0,1201  -   Saneamiento Fiscal,Produccir y mantener Material vegetal en el Vivero municipal de Santiago de Cali,DEPENDENCIA,99,42,42030020002,Vegetación de las zonas verdes y jardines urbanos con mantenimiento,4133010103, Grupo Protección,,,
,21042434,ARBORIZACION ZONAS VERDES,MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,,4500000,0,4500000,0,1,2-3040403   IntervtContCalidproS,2,1201  -   Saneamiento Fiscal,RESERVA EXCEPCIONAL - ACLARAR-MANTENIMIENTO INTEGRAL DE ZONAS VERDES Y SEPARADORES VIALES DE LAS 22 COMUNAS DE LA CIUDAD DE SANTIAGO DE CALI,DEPENDENCIA,99,34,34040010019,"Recuperación y mantenimiento de zonas verdes, jardines, parques y población arborea del Municipio de Santiago de Cali",4133010103, Grupo Protección,,,
21042437,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI"," $ 1,604,935,056 ",393261760,0,382061760,11200000,0.971520241,2-30503   Aten/Ctrol/Orga/Inst,0,1201  -   Saneamiento Fiscal,Evaluar y monitorear los impactos ambientales originados  por las actividades comerciales y de servicios.,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,11920000,,11920000,0,1,2-302010101   Dot/AdqMaq/Equipo,0,1201  -   Saneamiento Fiscal,Adquirir equipos de transporte y tecnologicos  para ejecucion de visitas de control de impactos ambientales.,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,74900000,74900000,0,0,0,2-302010101   Dot/AdqMaq/Equipo,0,1201  -   Saneamiento Fiscal,Adquirir equipos de transporte y tecnologicos  para ejecucion de visitas de control de impactos ambientales.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,79400000,79400000,0,0,0,2-302010101   Dot/AdqMaq/Equipo,4,1201  -   Saneamiento Fiscal,Adquirir equipos de transporte y tecnologicos  para ejecucion de visitas de control de impactos ambientales.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,19810000,0,19810000,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1204  -   Otros concep ambtles,Realizar evaluacion y seguimiento  a los impactos  por ruido generados durante el desarrollo de  eventos masivos.,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,55690000,0,55690000,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1201  -   Saneamiento Fiscal,Realizar evaluacion y seguimiento  a los impactos  por ruido generados durante el desarrollo de  eventos masivos.,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,1046921,0,1046921,0,1,2-302010134   Adqui Mater y Sumini,0,1204  -   Otros concep ambtles,Adquirir los insumos y elementos requeridos en los procesos de control y seguimiento a los establecimientos de comercio.,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,7219999,7219999,,0,0,2-302010134   Adqui Mater y Sumini,0,1204  -   Otros concep ambtles,Adquirir los insumos y elementos requeridos en los procesos de control y seguimiento a los establecimientos de comercio.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,2000000,0,0,2000000,0,2-302010134   Adqui Mater y Sumini,4,1201  -   Saneamiento Fiscal,Adquirir los insumos y elementos requeridos en los procesos de control y seguimiento a los establecimientos de comercio.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,48799760,0,,48799760,0,2-302010201   Maquinaria y Equipo,0,1204  -   Otros concep ambtles,"Realizar  revisión técnica, mantenimiento y reparación de  equipos empleados para las  mediciones  de presión sonora.",DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,542028310,16800000,0,525228310,0,2-302010101   Dot/AdqMaq/Equipo,0,1201  -   Saneamiento Fiscal,Adquirir equipos para la automatización del monitoreo de ruido ambiental.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,25000000,0,0,25000000,0,2-302010101   Dot/AdqMaq/Equipo,4,1201  -   Saneamiento Fiscal,Adquirir equipos para la automatización del monitoreo de ruido ambiental.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,12920066,0,0,12920066,0,2-302010101   Dot/AdqMaq/Equipo,0,1204  -   Otros concep ambtles,Adquirir equipos para la automatización del monitoreo de ruido ambiental.,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,53548240,0,53548240,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1201  -   Saneamiento Fiscal,Gestionar la información de la red de monitoreo de ruido y demás equipos articulados al sistema de monitoreo de ruido ambiental.,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,59190000,0,59190000,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1204  -   Otros concep ambtles, Identificar y priorizar  las zonas con mayor problematica por ruido .,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,158600000,0,158600000,0,1,2-30503   Aten/Ctrol/Orga/Inst,4,1201  -   Saneamiento Fiscal, Identificar y priorizar  las zonas con mayor problematica por ruido .,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,22100000,12300000,9800000,0,0.443438914,2-30503   Aten/Ctrol/Orga/Inst,4,1201  -   Saneamiento Fiscal, Identificar y priorizar  las zonas con mayor problematica por ruido .,DEPENDENCIA,99,42,42040020008,"Plan de reducción de impactos ambientales en el sector industrial, comercial y de servicios en ejecución",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,37500000,0,37500000,0,1,2-30503   Aten/Ctrol/Orga/Inst,0,1201  -   Saneamiento Fiscal, Identificar y priorizar  las zonas con mayor problematica por ruido .,DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,0,0,0,0,#DIV/0!,2-30503   Aten/Ctrol/Orga/Inst,0,4221 - Convenio CVC - DAGMA 2016,"Realizar el Inventario y caracterización de fuentes fijas generadoras de ruido, existentes en las zonas priorizadas.",DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,0,0,0,0,#DIV/0!,2-3030103  Educ/DivulgAmbiental,0,4221 - Convenio CVC - DAGMA 2016,"Desarrollar las Capacitaciones en materia de ruido, dirigidas a las empresas del sector comercial y de servicios, gremios, instituciones educativas y comunidad en general.",DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,0,0,0,0,#DIV/0!,2-3040302   AseLevantinformproce,0,4221 - Convenio CVC - DAGMA 2016,"Elaborar Estudios de simulación acústica y mapas estrategicos, en las areas priorizadas.",DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
,21042437,RUIDO,"CONTROL  DE IMPACTOS AMBIENTALES POR RUIDO, EMISIONES Y VERTIMIENTOS DE PEQUEÑOS ESTABLECIMIENTOS DE CALI",,0,0,0,0,#DIV/0!,2-3040302   AseLevantinformproce,0,4221 - Convenio CVC - DAGMA 2016,"Realizar Estudio Piloto para evaluación de las afectaciones en la salud de las personas expuestas en zonas con altos niveles de ruido ambiental, en las zonas priorizadas.",DEPENDENCIA,99,34,34010020010,"Operativos de monitoreo, vigilancia y control de ruido desarrollada",4133010103, Grupo Protección,,,
